hbase.rootdir	${hbase.tmp.dir}/hbase	The directory shared by region servers and into     which HBase persists.  The URL should be 'fully-qualified'     to include the filesystem scheme.  For example, to specify the     HDFS directory '/hbase' where the HDFS instance's namenode is     running at namenode.example.org on port 9000, set this value to:     hdfs://namenode.example.org:9000/hbase.  By default, we write     to whatever ${hbase.tmp.dir} is set too -- usually /tmp --     so change this configuration or else all data will be lost on     machine restart.
zookeeper.recovery.retry.maxsleeptime	60000	Max sleep time before retry zookeeper operations in milliseconds,     a max time is needed here so that sleep time won't grow unboundedly
hbase.master.port	16000	The port the HBase Master should bind to.
hbase.master.info.bindAddress	0.0.0.0	The bind address for the HBase Master web UI
hbase.master.logcleaner.plugins	org.apache.hadoop.hbase.master.cleaner.TimeToLiveLogCleaner,org.apache.hadoop.hbase.master.cleaner.TimeToLiveProcedureWALCleaner	A comma-separated list of BaseLogCleanerDelegate invoked by     the LogsCleaner service. These WAL cleaners are called in order,     so put the cleaner that prunes the most files in front. To     implement your own BaseLogCleanerDelegate, just put it in HBase's classpath     and add the fully qualified class name here. Always add the above     default log cleaners in the list.
hbase.master.logcleaner.ttl	600000	How long a WAL remain in the archive ({hbase.rootdir}/oldWALs) directory,     after which it will be cleaned by a Master thread. The value is in milliseconds.
hbase.regionserver.port	16020	The port the HBase RegionServer binds to.
hbase.regionserver.info.port	16030	The port for the HBase RegionServer web UI     Set to -1 if you do not want the RegionServer UI to run.
hbase.regionserver.info.bindAddress	0.0.0.0	The address for the HBase RegionServer web UI
hbase.regionserver.handler.count	30	Count of RPC Listener instances spun up on RegionServers.       Same property is used by the Master for count of master handlers.       Too many handlers can be counter-productive. Make it a multiple of       CPU count. If mostly read-only, handlers count close to cpu count       does well. Start with twice the CPU count and tune from there.
hbase.ipc.server.callqueue.read.ratio	0	Split the call queues into read and write queues.       The specified interval (which should be between 0.0 and 1.0)       will be multiplied by the number of call queues.       A value of 0 indicate to not split the call queues, meaning that both read and write       requests will be pushed to the same set of queues.       A value lower than 0.5 means that there will be less read queues than write queues.       A value of 0.5 means there will be the same number of read and write queues.       A value greater than 0.5 means that there will be more read queues than write queues.       A value of 1.0 means that all the queues except one are used to dispatch read requests.        Example: Given the total number of call queues being 10       a read.ratio of 0 means that: the 10 queues will contain both read/write requests.       a read.ratio of 0.3 means that: 3 queues will contain only read requests       and 7 queues will contain only write requests.       a read.ratio of 0.5 means that: 5 queues will contain only read requests       and 5 queues will contain only write requests.       a read.ratio of 0.8 means that: 8 queues will contain only read requests       and 2 queues will contain only write requests.       a read.ratio of 1 means that: 9 queues will contain only read requests       and 1 queues will contain only write requests.
hbase.regionserver.logroll.period	3600000	Period at which we will roll the commit log regardless     of how many edits it has.
hbase.regionserver.logroll.errors.tolerated	2	The number of consecutive WAL close errors we will allow     before triggering a server abort.  A setting of 0 will cause the     region server to abort if closing the current WAL writer fails during     log rolling.  Even a small value (2 or 3) will allow a region server     to ride over transient HDFS errors.
hbase.regionserver.hlog.reader.impl	org.apache.hadoop.hbase.regionserver.wal.ProtobufLogReader	The WAL file reader implementation.
hbase.regionserver.hlog.writer.impl	org.apache.hadoop.hbase.regionserver.wal.ProtobufLogWriter	The WAL file writer implementation.
hbase.regionserver.global.memstore.size		Maximum size of all memstores in a region server before new       updates are blocked and flushes are forced. Defaults to 40% of heap (0.4).       Updates are blocked and flushes are forced until size of all memstores       in a region server hits hbase.regionserver.global.memstore.size.lower.limit.       The default value in this configuration has been intentionally left empty in order to       honor the old hbase.regionserver.global.memstore.upperLimit property if present.
hbase.regionserver.global.memstore.size.lower.limit		Maximum size of all memstores in a region server before flushes       are forced. Defaults to 95% of hbase.regionserver.global.memstore.size       (0.95). A 100% value for this value causes the minimum possible flushing       to occur when updates are blocked due to memstore limiting. The default       value in this configuration has been intentionally left empty in order to       honor the old hbase.regionserver.global.memstore.lowerLimit property if       present.
hbase.systemtables.compacting.memstore.type	NONE	Determines the type of memstore to be used for system tables like       META, namespace tables etc. By default NONE is the type and hence we use the       default memstore for all the system tables. If we need to use compacting       memstore for system tables then set this property to BASIC/EAGER
hbase.regionserver.optionalcacheflushinterval	3600000	Maximum amount of time an edit lives in memory before being automatically flushed.     Default 1 hour. Set it to 0 to disable automatic flushing.
hbase.regionserver.dns.nameserver	default	The host name or IP address of the name server (DNS)       which a region server should use to determine the host name used by the       master for communication and display purposes.
hbase.regionserver.regionSplitLimit	1000	Limit for the number of regions after which no more region splitting       should take place. This is not hard limit for the number of regions       but acts as a guideline for the regionserver to stop splitting after       a certain limit. Default is set to 1000.
zookeeper.session.timeout	90000	ZooKeeper session timeout in milliseconds. It is used in two different ways.       First, this value is used in the ZK client that HBase uses to connect to the ensemble.       It is also used by HBase when it starts a ZK server and it is passed as the 'maxSessionTimeout'.       See https://zookeeper.apache.org/doc/current/zookeeperProgrammers.html#ch_zkSessions.       For example, if an HBase region server connects to a ZK ensemble that's also managed       by HBase, then the session timeout will be the one specified by this configuration.       But, a region server that connects to an ensemble managed with a different configuration       will be subjected that ensemble's maxSessionTimeout. So, even though HBase might propose       using 90 seconds, the ensemble can have a max timeout lower than this and it will take       precedence. The current default maxSessionTimeout that ZK ships with is 40 seconds, which is lower than       HBase's.
zookeeper.znode.parent	/hbase	Root ZNode for HBase in ZooKeeper. All of HBase's ZooKeeper       files that are configured with a relative path will go under this node.       By default, all of HBase's ZooKeeper file paths are configured with a       relative path, so they will all go under this directory unless changed.
zookeeper.znode.acl.parent	acl	Root ZNode for access control lists.
hbase.zookeeper.property.clientPort	2181	Property from ZooKeeper's config zoo.cfg.     The port at which the clients will connect.
hbase.client.pause.cqtbe		Whether or not to use a special client pause for     CallQueueTooBigException (cqtbe). Set this property to a higher value     than hbase.client.pause if you observe frequent CQTBE from the same     RegionServer and the call queue there keeps full
hbase.client.retries.number	15	Maximum retries.  Used as maximum for all retryable     operations such as the getting of a cell's value, starting a row update,     etc.  Retry interval is a rough function based on hbase.client.pause.  At     first we retry at this interval but then with backoff, we pretty quickly reach     retrying every ten seconds.  See HConstants#RETRY_BACKOFF for how the backup     ramps up.  Change this setting and hbase.client.pause to suit your workload.
hbase.client.max.total.tasks	100	The maximum number of concurrent mutation tasks a single HTable instance will     send to the cluster.
hbase.client.keyvalue.maxsize	10485760	Specifies the combined maximum allowed size of a KeyValue     instance. This is to set an upper boundary for a single entry saved in a     storage file. Since they cannot be split it helps avoiding that a region     cannot be split any further because the data is too large. It seems wise     to set this to a fraction of the maximum region size. Setting it to zero     or less disables the check.
hbase.bulkload.retries.number	10	Maximum retries.  This is maximum number of iterations     to atomic bulk loads are attempted in the face of splitting operations     0 means never give up.
hbase.regions.slop	0.001	Rebalance if any regionserver has average + (average * slop) regions.       The default value of this parameter is 0.001 in StochasticLoadBalancer (the default load balancer),       while the default is 0.2 in other load balancers (i.e., SimpleLoadBalancer).
hbase.server.thread.wakefrequency	10000	Time to sleep in between searches for work (in milliseconds).     Used as sleep interval by service threads such as log roller.
hbase.server.versionfile.writeattempts	3	How many times to retry attempting to write a version file     before just aborting. Each attempt is separated by the     hbase.server.thread.wakefrequency milliseconds.
hbase.hregion.memstore.flush.size	134217728	Memstore will be flushed to disk if size of the memstore     exceeds this number of bytes.  Value is checked by a thread that runs     every hbase.server.thread.wakefrequency.
hbase.hregion.percolumnfamilyflush.size.lower.bound.min	16777216	If FlushLargeStoresPolicy is used and there are multiple column families,     then every time that we hit the total memstore limit, we find out all the     column families whose memstores exceed a "lower bound" and only flush them     while retaining the others in memory. The "lower bound" will be     "hbase.hregion.memstore.flush.size / column_family_number" by default     unless value of this property is larger than that. If none of the families     have their memstore size more than lower bound, all the memstores will be     flushed (just as usual).
hbase.hregion.memstore.block.multiplier	4	Block updates if memstore has hbase.hregion.memstore.block.multiplier     times hbase.hregion.memstore.flush.size bytes.  Useful preventing     runaway memstore during spikes in update traffic.  Without an     upper-bound, memstore fills such that when it flushes the     resultant flush files take a long time to compact or split, or     worse, we OOME.
hbase.hregion.majorcompaction	604800000	Time between major compactions, expressed in milliseconds. Set to 0 to disable       time-based automatic major compactions. User-requested and size-based major compactions will       still run. This value is multiplied by hbase.hregion.majorcompaction.jitter to cause       compaction to start at a somewhat-random time during a given window of time. The default value       is 7 days, expressed in milliseconds. If major compactions are causing disruption in your       environment, you can configure them to run at off-peak times for your deployment, or disable       time-based major compactions by setting this parameter to 0, and run major compactions in a       cron job or by another external mechanism.
hbase.hstore.compactionThreshold	3	If more than this number of StoreFiles exist in any one Store       (one StoreFile is written per flush of MemStore), a compaction is run to rewrite all       StoreFiles into a single StoreFile. Larger values delay compaction, but when compaction does       occur, it takes longer to complete.
hbase.regionserver.compaction.enabled	true	Enable/disable compactions on by setting true/false.       We can further switch compactions dynamically with the       compaction_switch shell command.
hbase.hstore.flusher.count	2	The number of flush threads. With fewer threads, the MemStore flushes will be       queued. With more threads, the flushes will be executed in parallel, increasing the load on       HDFS, and potentially causing more compactions.
hbase.hstore.blockingStoreFiles	16	If more than this number of StoreFiles exist in any one Store (one StoreFile      is written per flush of MemStore), updates are blocked for this region until a compaction is       completed, or until hbase.hstore.blockingWaitTime has been exceeded.
hbase.hstore.compaction.min	3	The minimum number of StoreFiles which must be eligible for compaction before       compaction can run. The goal of tuning hbase.hstore.compaction.min is to avoid ending up with       too many tiny StoreFiles to compact. Setting this value to 2 would cause a minor compaction       each time you have two StoreFiles in a Store, and this is probably not appropriate. If you       set this value too high, all the other values will need to be adjusted accordingly. For most       cases, the default value is appropriate. In previous versions of HBase, the parameter       hbase.hstore.compaction.min was named hbase.hstore.compactionThreshold.
hbase.hstore.compaction.max	10	The maximum number of StoreFiles which will be selected for a single minor       compaction, regardless of the number of eligible StoreFiles. Effectively, the value of       hbase.hstore.compaction.max controls the length of time it takes a single compaction to       complete. Setting it larger means that more StoreFiles are included in a compaction. For most       cases, the default value is appropriate.
