hoodie.file.index.enable	true	Enables use of the spark file index implementation for Hudi, that speeds up listing of large tables.
hoodie.datasource.read.paths	N/A	Comma separated list of file paths to read within a Hudi table.
hoodie.datasource.read.incr.filters	(Optional)	For use-cases like DeltaStreamer which reads from Hoodie Incremental table and applies opaque map functions, filters appearing late in the sequence of transformations cannot be automatically pushed down. This option allows setting filters directly on Hoodie Source.
hoodie.enable.data.skipping	false	Enables data-skipping allowing queries to leverage indexes to reduce the search space by skipping over files
as.of.instant	N/A	The query instant for time travel. Without specified this option, we query the latest snapshot.
hoodie.datasource.read.schema.use.end.instanttime	false	Uses end instant schema when incrementally fetched data to. Default: users latest instant schema.
hoodie.datasource.read.incr.path.glob	(Optional)	For the use-cases like users only want to incremental pull from certain partitions instead of the full table. This option allows using glob pattern to directly filter on path.
hoodie.datasource.read.end.instanttime	N/A	Instant time to limit incrementally fetched data to. New data written with an instant_time <= END_INSTANTTIME are fetched out.
hoodie.datasource.write.precombine.field	ts	Field used in preCombining before actual write. When two records have the same key value, we will pick the one with the largest value for the precombine field, determined by Object.compareTo(..)
hoodie.datasource.merge.type	payload_combine	For Snapshot query on merge on read table, control whether we invoke the record payload implementation to merge (payload_combine) or skip merging altogetherskip_merge
hoodie.datasource.read.extract.partition.values.from.path	false	When set to true, values for partition columns (partition values) will be extracted from physical partition path (default Spark behavior). When set to false partition values will be read from the data file (in Hudi partition columns are persisted by default). This config is a fallback allowing to preserve existing behavior, and should not be used otherwise.
hoodie.schema.on.read.enable	false	Enables support for Schema Evolution feature
hoodie.datasource.read.begin.instanttime	N/A	Instant time to start incrementally pulling data from. The instanttime here need not necessarily correspond to an instant on the timeline. New data written with an instant_time > BEGIN_INSTANTTIME are fetched out. For e.g: â20170901080000â will get all new data written after Sep 1, 2017 08:00AM.
hoodie.datasource.read.incr.fallback.fulltablescan.enable	false	When doing an incremental query whether we should fall back to full table scans if file does not exist.
hoodie.datasource.query.type	snapshot	Whether data needs to be read, in incremental mode (new data since an instantTime) (or) Read Optimized mode (obtain latest view, based on base files) (or) Snapshot mode (obtain latest view, by merging base and (if any) log files)
hoodie.clustering.async.enabled	false	Enable running of clustering service, asynchronously as inserts happen on the table.
hoodie.datasource.write.operation	upsert	Whether to do upsert, insert or bulkinsert for the write operation. Use bulkinsert to load new data into a table, and there on use upsert/insert. bulk insert uses a disk based write path to scale to load large inputs without need to cache it.
hoodie.datasource.write.reconcile.schema	false	When a new batch of write has records with old schema, but latest table schema got evolved, this config will upgrade the records to leverage latest table schema(default values will be injected to missing fields). If not, the write batch would fail.
hoodie.datasource.write.recordkey.field	uuid	Record key field. Value to be used as the  component of . Actual value will be obtained by invoking .toString() on the field value. Nested fields can be specified using the dot notation eg:
hoodie.datasource.hive_sync.skip_ro_suffix	false	Skip the _ro suffix for Read optimized table, when registering
hoodie.datasource.write.partitionpath.urlencode	false	Should we url encode the partition path value, before creating the folder structure.
hoodie.datasource.hive_sync.partition_extractor_class	org.apache.hudi.hive.MultiPartKeysValueExtractor	Class which implements PartitionValueExtractor to extract the partition values, default 'org.apache.hudi.hive.MultiPartKeysValueExtractor'.
hoodie.datasource.hive_sync.serde_properties	N/A	Serde properties to hive table.
hoodie.datasource.hive_sync.sync_comment	false	Whether to sync the table column comments while syncing the table.
hoodie.datasource.hive_sync.password	hive	hive password to use
hoodie.datasource.write.keygenerator.consistent.logical.timestamp.enabled	false	When set to true, consistent value will be generated for a logical timestamp type column, like timestamp-millis and timestamp-micros, irrespective of whether row-writer is enabled. Disabled by default so as not to break the pipeline that deploy either fully row-writer path or non row-writer path. For example, if it is kept disabled then record key of timestamp type with value  will be written as timestamp  in row-writer path, while it will be written as long value  in non row-writer path. If enabled, then the timestamp value will be written in both the cases.
hoodie.datasource.hive_sync.support_timestamp	false	âINT64â with original type TIMESTAMP_MICROS is converted to hive âtimestampâ type. Disabled by default for backward compatibility.
hoodie.datasource.hive_sync.create_managed_table	false	Whether to sync the table as managed table.
hoodie.clustering.inline	false	Turn on inline clustering - clustering will be run after each write operation is complete
hoodie.datasource.compaction.async.enable	true	Controls whether async compaction should be turned on for MOR table writing.
hoodie.datasource.meta.sync.enable	false	Enable Syncing the Hudi Table with an external meta store or data catalog.
hoodie.datasource.write.streaming.ignore.failed.batch	true	Config to indicate whether to ignore any non exception error (e.g. writestatus error) within a streaming microbatch
hoodie.datasource.write.precombine.field	ts	Field used in preCombining before actual write. When two records have the same key value, we will pick the one with the largest value for the precombine field, determined by Object.compareTo(..)
hoodie.datasource.hive_sync.username	hive	hive user name to use
hoodie.datasource.write.partitionpath.field	N/A	Partition path field. Value to be used at the partitionPath component of HoodieKey. Actual value ontained by invoking .toString()
hoodie.datasource.write.streaming.retry.count	3	Config to indicate how many times streaming job should retry for a failed micro batch.
hoodie.datasource.hive_sync.partition_fields	(Optional)	Field in the table to use for determining hive partition columns.
hoodie.datasource.hive_sync.sync_as_datasource  true
hoodie.sql.insert.mode	upsert	Insert mode when insert data to pk-table. The optional modes are: upsert, strict and non-strict.For upsert mode, insert statement do the upsert operation for the pk-table which will update the duplicate record.For strict mode, insert statement will keep the primary key uniqueness constraint which do not allow duplicate record.While for non-strict mode, hudi just do the insert operation for the pk-table.
hoodie.datasource.hive_sync.use_jdbc	true	Use JDBC when hive synchronization is enabled
hoodie.meta.sync.client.tool.class	org.apache.hudi.hive.HiveSyncTool	Sync tool class name used to sync to metastore. Defaults to Hive.
hoodie.datasource.write.keygenerator.class	org.apache.hudi.keygen.SimpleKeyGenerator	Key generator class, that implements
hoodie.datasource.write.payload.class	org.apache.hudi.common.model.OverwriteWithLatestAvroPayload	Payload class used. Override this, if you like to roll your own merge logic, when upserting/inserting. This will render any value set for PRECOMBINE_FIELD_OPT_VAL in-effective
hoodie.datasource.hive_sync.table_properties	N/A	Additional properties to store with table.
hoodie.datasource.hive_sync.jdbcurl	jdbc:hive2://localhost:10000	Hive metastore url
hoodie.datasource.hive_sync.batch_num	1000	The number of partitions one batch when synchronous partitions to hive.
hoodie.datasource.hive_sync.assume_date_partitioning	false	Assume partitioning is yyyy/MM/dd
hoodie.datasource.hive_sync.bucket_sync	false	Whether sync hive metastore bucket specification when using bucket index.The specification is 'CLUSTERED BY (trace_id) SORTED BY (trace_id ASC) INTO 65536 BUCKETS'
hoodie.datasource.hive_sync.auto_create_database	true	Auto create hive database if does not exists
hoodie.datasource.hive_sync.database	default	The name of the destination database that we should sync the hudi table to.
hoodie.datasource.write.streaming.retry.interval.ms	2000	Config to indicate how long (by millisecond) before a retry should issued for failed microbatch
hoodie.sql.bulk.insert.enable	false	When set to true, the sql insert statement will use bulk insert.
hoodie.datasource.write.commitmeta.key.prefix	_	Option keys beginning with this prefix, are automatically added to the commit/deltacommit metadata. This is useful to store checkpointing information, in a consistent way with the hudi timeline
hoodie.datasource.write.drop.partition.columns	false	When set to true, will not write the partition columns into hudi. By default, false.
hoodie.datasource.hive_sync.enable	false	When set to true, register/sync the table to Apache Hive metastore.
hoodie.datasource.hive_sync.table	unknown	The name of the destination table that we should sync the hudi table to.
hoodie.datasource.hive_sync.ignore_exceptions	false	Ignore exceptions when syncing with Hive.
hoodie.datasource.hive_sync.use_pre_apache_input_format	false	Flag to choose InputFormat under com.uber.hoodie package instead of org.apache.hudi package. Use this when you are in the process of migrating from com.uber.hoodie to org.apache.hudi. Stop using this after you migrated the table definition to org.apache.hudi input format
hoodie.datasource.write.table.type	COPY_ON_WRITE	The table type for the underlying data, for this write. This canât change between writes.
hoodie.datasource.write.row.writer.enable	true	When set to true, will perform write operations directly using the spark native  representation, avoiding any additional conversion costs.
hoodie.datasource.write.hive_style_partitioning	false	Flag to indicate whether to use Hive style partitioning. If set true, the names of partition folders follow <partition_column_name>=<partition_value> format. By default false (the names of partition folders are only partition values)
hoodie.datasource.meta_sync.condition.sync	false	If true, only sync on conditions like schema change or partition change.
hoodie.datasource.hive_sync.mode	N/A	Mode to choose for Hive ops. Valid values are hms, jdbc and hiveql.
hoodie.datasource.write.table.name	N/A	Table name for the datasource write. Also used to register the table into meta stores.
hoodie.datasource.hive_sync.base_file_format	PARQUET	Base file format for the sync.
hoodie.deltastreamer.source.kafka.value.deserializer.class	io.confluent.kafka.serializers.KafkaAvroDeserializer	This class is used by kafka client to deserialize the records
hoodie.datasource.hive_sync.metastore.uris	thrift://localhost:9083	Hive metastore url
hoodie.datasource.write.insert.drop.duplicates	false	If set to true, filters out all duplicate records from incoming dataframe, during insert operations.
hoodie.datasource.write.partitions.to.delete	N/A	Comma separated list of partitions to delete
hoodie.precommit.validators.single.value.sql.queries	(Optional)	Spark SQL queries to run on table before committing new data to validate state after commit.Multiple queries separated by ';' delimiter are supported.Expected result is included as part of query separated by '#'. Example query: 'query1#result1:query2#result2'Note \<TABLE_NAME> variable is expected to be present in query.
hoodie.precommit.validators.equality.sql.queries	(Optional)	Spark SQL queries to run on table before committing new data to validate state before and after commit. Multiple queries separated by ';' delimiter are supported. Example: "select count(*) from \<TABLE_NAME> Note \<TABLE_NAME> is replaced by table state before and after commit.
hoodie.precommit.validators	(Optional)	Comma separated list of class names that can be invoked to validate commit
hoodie.precommit.validators.inequality.sql.queries	(Optional)	Spark SQL queries to run on table before committing new data to validate state before and after commit.Multiple queries separated by ';' delimiter are supported.Example query: 'select count(*) from \<TABLE_NAME> where col=null'Note \<TABLE_NAME> variable is expected to be present in query.
compaction.trigger.strategy	num_commits	Strategy to trigger compaction, options are 'num_commits': trigger compaction when reach N delta commits; 'time_elapsed': trigger compaction when time elapsed > N seconds since last compaction; 'num_and_time': trigger compaction when both NUM_COMMITS and TIME_ELAPSED are satisfied; 'num_or_time': trigger compaction when NUM_COMMITS or TIME_ELAPSED is satisfied. Default is 'num_commits'
index.state.ttl	0.0	Index state ttl in days, default stores the index permanently
hive_sync.serde_properties	N/A	Serde properties to hive table, the data format is k1=v1 k2=v2
hive_sync.table	unknown	Table name for hive sync, default 'unknown'
write.payload.class	org.apache.hudi.common.model.OverwriteWithLatestAvroPayload	Payload class used. Override this, if you like to roll your own merge logic, when upserting/inserting. This will render any value set for the option in-effective
compaction.tasks	4	Parallelism of tasks that do actual compaction, default is 4
hoodie.datasource.write.hive_style_partitioning	false	Whether to use Hive style partitioning. If set true, the names of partition folders follow <partition_column_name>=<partition_value> format. By default false (the names of partition folders are only partition values)
table.type	COPY_ON_WRITE	Type of table to write. COPY_ON_WRITE (or) MERGE_ON_READ
hive_sync.auto_create_db	true	Auto create hive database if it does not exists, default true
compaction.timeout.seconds	1200	Max timeout time in seconds for online compaction to rollback, default 20 minutes
hive_sync.username	hive	Username for hive sync, default 'hive'
write.sort.memory	128	Sort memory in MB, default 128MB
write.bulk_insert.shuffle_input	true	Whether to shuffle the inputs by specific fields for bulk insert tasks, default true
write.retry.times	3	Flag to indicate how many times streaming job should retry for a failed checkpoint batch. By default 3
metadata.enabled	false	Enable the internal metadata table which serves table metadata like level file listings, default disabled
write.parquet.max.file.size	120	Target size for parquet files produced by Hudi write phases. For DFS, this needs to be aligned with the underlying filesystem block size for optimal performance.
clustering.plan.strategy.daybased.skipfromlatest.partitions	0	Number of partitions to skip from latest when choosing partitions to create ClusteringPlan
hoodie.bucket.index.hash.field	(Optional)	Index key field. Value to be used as hashing to find the bucket ID. Should be a subset of or equal to the recordKey fields. Actual value will be obtained by invoking .toString() on the field value. Nested fields can be specified using the dot notation eg:
hoodie.bucket.index.num.buckets	4	Hudi bucket number per partition. Only affected if using Hudi bucket index.
hive_sync.mode	jdbc	Mode to choose for Hive ops. Valid values are hms, jdbc and hiveql, default 'jdbc'
write.retry.interval.ms	2000	Flag to indicate how long (by millisecond) before a retry should issued for failed checkpoint batch. By default 2000 and it will be doubled by every retry
write.partition.format	N/A	Partition path format, only valid when 'write.datetime.partitioning' is true, default is: 1) 'yyyyMMddHH' for timestamp(3) WITHOUT TIME ZONE, LONG, FLOAT, DOUBLE, DECIMAL; 2) 'yyyyMMdd' for DATE and INT.
clustering.async.enabled	false	Async Clustering, default false
clustering.plan.partition.filter.mode	NONE	Partition filter mode used in the creation of clustering plan. Available values are - NONE: do not filter table partition and thus the clustering plan will include all partitions that have clustering candidate.RECENT_DAYS: keep a continuous range of partitions, worked together with configs 'hoodie.clustering.plan.strategy.daybased.lookback.partitions' and 'hoodie.clustering.plan.strategy.daybased.skipfromlatest.partitions.SELECTED_PARTITIONS: keep partitions that are in the specified range ['hoodie.clustering.plan.strategy.cluster.begin.partition', 'hoodie.clustering.plan.strategy.cluster.end.partition'].
hive_sync.db	default	Database name for hive sync, default 'default'
clustering.plan.strategy.sort.columns	(Optional)	Columns to sort the data by when clustering
compaction.schedule.enabled	true	Schedule the compaction plan, enabled by default for MOR
hive_sync.partition_extractor_class	org.apache.hudi.hive.SlashEncodedDayPartitionValueExtractor	Tool to extract the partition value from HDFS path, default 'SlashEncodedDayPartitionValueExtractor'
write.precombine	false	Flag to indicate whether to drop duplicates before insert/upsert. By default these cases will accept duplicates, to gain extra performance: 1) insert operation; 2) upsert for MOR table, the MOR table deduplicate on reading
write.batch.size	256.0	Batch buffer size in MB to flush data into the underneath filesystem, default 256MB
hoodie.datasource.write.keygenerator.class	N/A	Key generator class, that implements will extract the key out of incoming record
index.global.enabled	true	Whether to update index for the old partition path if same key record with different partition path came in, default true
clustering.delta_commits	4	Max delta commits needed to trigger clustering, default 4 commits
path	N/A	Base path for the target hoodie table. The path would be created if it does not exist, otherwise a Hoodie table expects to be initialized successfully
index.bootstrap.enabled	false	Whether to bootstrap the index state from existing hoodie table, default false
read.streaming.skip_compaction	false	Whether to skip compaction instants for streaming read, there are two cases that this option can be used to avoid reading duplicates: 1) you are definitely sure that the consumer reads faster than any compaction instants, usually with delta time compaction strategy that is long enough, for e.g, one week; 2) changelog mode is enabled, this option is a solution to keep data integrity
compaction.async.enabled	true	Async Compaction, enabled by default for MOR
hive_sync.ignore_exceptions	false	Ignore exceptions during hive synchronization, default false
hive_sync.table_properties	N/A	Additional properties to store with table, the data format is k1=v1 k2=v2
