dfs.namenode.rpc-address		RPC address that handles all clients requests. In the case of HA/Federation where multiple namenodes exist,     the name service id is added to the name e.g. dfs.namenode.rpc-address.ns1     dfs.namenode.rpc-address.EXAMPLENAMESERVICE     The value of this property will take the form of nn-host1:rpc-port.
dfs.namenode.servicerpc-address		RPC address for HDFS Services communication. BackupNode, Datanodes and all other services should be     connecting to this address if it is configured. In the case of HA/Federation where multiple namenodes exist,     the name service id is added to the name e.g. dfs.namenode.servicerpc-address.ns1     dfs.namenode.rpc-address.EXAMPLENAMESERVICE     The value of this property will take the form of nn-host1:rpc-port.     If the value of this property is unset the value of dfs.namenode.rpc-address will be used as the default.
dfs.namenode.secondary.https-address	0.0.0.0:50091	The secondary namenode HTTPS server address and port.
dfs.datanode.address	0.0.0.0:50010	The datanode server address and port for data transfer.
dfs.datanode.http.address	0.0.0.0:50075	The datanode http server address and port.
dfs.datanode.ipc.address	0.0.0.0:50020	The datanode ipc server address and port.
dfs.namenode.http-address	0.0.0.0:50070	The address and the base port where the dfs namenode web ui will listen on.
dfs.namenode.heartbeat.recheck-interval	300000	This time decides the interval to check for expired datanodes.     With this value and dfs.heartbeat.interval, the interval of     deciding the datanode is stale or not is also calculated.     The unit of this configuration is millisecond.
dfs.datanode.https.address	0.0.0.0:50475	The datanode secure http server address and port.
dfs.namenode.https-address	0.0.0.0:50470	The namenode secure http server address and port.
dfs.datanode.dns.interface	default	The name of the Network Interface from which a data node should      report its IP address. e.g. eth2. This setting may be required for some      multi-homed nodes where the DataNodes are assigned multiple hostnames      and it is desirable for the DataNodes to use a non-default hostname.       Prefer using hadoop.security.dns.interface over      dfs.datanode.dns.interface.
dfs.datanode.dns.nameserver	default	The host name or IP address of the name server (DNS) which a DataNode     should use to determine its own host name.      Prefer using hadoop.security.dns.nameserver over     dfs.datanode.dns.nameserver.
dfs.namenode.fs-limits.max-blocks-per-file	1048576	Maximum number of blocks per file, enforced by the Namenode on         write. This prevents the creation of extremely large files which can         degrade performance.
dfs.namenode.edits.dir	${dfs.namenode.name.dir}	Determines where on the local filesystem the DFS name node       should store the transaction (edits) file. If this is a comma-delimited list       of directories then the transaction file is replicated in all of the        directories, for redundancy. Default value is same as dfs.namenode.name.dir
dfs.namenode.shared.edits.dir		A directory on shared storage between the multiple namenodes   in an HA cluster. This directory will be written by the active and read   by the standby in order to keep the namespaces synchronized. This directory   does not need to be listed in dfs.namenode.edits.dir above. It should be   left empty in a non-HA cluster.
dfs.permissions.superusergroup	supergroup	The name of the group of super-users.     The value should be a single group name.
dfs.block.access.key.update.interval	600	Interval in minutes at which namenode updates its access keys.
dfs.replication	3	Default block replication.    The actual number of replications can be specified when the file is created.   The default is used if replication is not specified in create time.
dfs.namenode.replication.min	1	Minimal block replication.
dfs.client.block.write.retries	3	The number of retries for writing blocks to the data nodes,    before we signal failure to the application.
dfs.client.block.write.replace-datanode-on-failure.policy	DEFAULT	This property is used only if the value of     dfs.client.block.write.replace-datanode-on-failure.enable is true.      ALWAYS: always add a new datanode when an existing datanode is removed.          NEVER: never add a new datanode.      DEFAULT:        Let r be the replication number.       Let n be the number of existing datanodes.       Add a new datanode only if r is greater than or equal to 3 and either       (1) floor(r/2) is greater than or equal to n; or       (2) r is greater than n and the block is hflushed/appended.
dfs.blockreport.split.threshold	1000000	If the number of blocks on the DataNode is below this     threshold then it will send block reports for all Storage Directories     in a single message.      If the number of blocks exceeds this threshold then the DataNode will     send block reports for each Storage Directory in separate messages.      Set to zero to always split.
dfs.namenode.full.block.report.lease.length.ms	300000	The number of milliseconds that the NameNode will wait before invalidating     a full block report lease.  This prevents a crashed DataNode from     permanently using up a full block report lease.
dfs.datanode.directoryscan.threads	1	How many threads should the threadpool used to compile reports   for volumes in parallel have.
dfs.namenode.handler.count	10	The number of Namenode RPC server threads that listen to   requests from clients.   If dfs.namenode.servicerpc-address is not configured then   Namenode RPC server threads listen to requests from all nodes.
dfs.namenode.safemode.threshold-pct	0.999f	Specifies the percentage of blocks that should satisfy      the minimal replication requirement defined by dfs.namenode.replication.min.     Values less than or equal to 0 mean not to wait for any particular     percentage of blocks before exiting safemode.     Values greater than 1 will make safe mode permanent.
dfs.namenode.resource.check.interval	5000	The interval in milliseconds at which the NameNode resource checker runs.     The checker calculates the number of the NameNode storage volumes whose     available spaces are more than dfs.namenode.resource.du.reserved, and     enters safemode if the number becomes lower than the minimum value     specified by dfs.namenode.resource.checked.volumes.minimum.
dfs.namenode.resource.du.reserved	104857600	The amount of space to reserve/require for a NameNode storage directory     in bytes. The default is 100MB.
dfs.namenode.resource.checked.volumes.minimum	1	The minimum number of redundant NameNode storage volumes required.
dfs.hosts		Names a file that contains a list of hosts that are   permitted to connect to the namenode. The full pathname of the file   must be specified.  If the value is empty, all hosts are   permitted.
dfs.hosts.exclude		Names a file that contains a list of hosts that are   not permitted to connect to the namenode.  The full pathname of the   file must be specified.  If the value is empty, no hosts are   excluded.
dfs.namenode.decommission.blocks.per.interval	500000	The approximate number of blocks to process per        decommission interval, as defined in dfs.namenode.decommission.interval.
dfs.namenode.replication.interval	3	The periodicity in seconds with which the namenode computes    replication work for datanodes.
dfs.namenode.accesstime.precision	3600000	The access time for HDFS file is precise upto this value.                 The default value is 1 hour. Setting a value of 0 disables                access times for HDFS.
dfs.client-write-packet-size	65536	Packet size for clients to write
