kylin.env.hdfs-working-dir	/kylin	specifies the HDFS path used by Kylin service. The default value is /kylin. Make sure that the user who starts the Kylin instance has permission to read and write to this directory.
kylin.env	PROD	specifies the purpose of the Kylin deployment. Optional values include DEV, QA and PROD. The default value is DEV. Some developer functions will be enabled in DEV mode.
kylin.env.zookeeper-base-path	/kylin	specifies the ZooKeeper path used by the Kylin service. The default value is /kylin
kylin.env.zookeeper-connect-string		specifies the ZooKeeper connection string. If it is empty, use HBase’s ZooKeeper
kylin.env.hadoop-conf-dir	HADOOP_CONF_DIR	specifies the Hadoop configuration file directory. If not specified, get HADOOP_CONF_DIR in the environment.
kylin.server.mode	query	Optional values include all, job and query, among them all is the default one. job mode means the instance schedules Cube job only; query mode means the instance serves SQL queries only; all mode means the instance handles both of them.
kylin.server.cluster-name		specifies the cluster name
kylin.job.scheduler.default	2	to enable the distributed job scheduler.
kylin.job.lock	org.apache.kylin.storage.hbase.util.ZookeeperJobLock	to enable distributed job lock
kylin.job.scheduler.safemode	TRUE	to enable job scheduler safemode. In safemode, Newly submitted job will not be executed
kylin.job.scheduler.safemode.runable-projects	project1,project2	provide list of projects as exceptional case in safemode.
kylin.storage.hbase.cluster-fs		specifies the HDFS file system of the HBase cluster
kylin.storage.hbase.cluster-hdfs-config-file		specifies HDFS configuration file pointing to the HBase cluster
kylin.web.timezone	GMT+8	specifies the time zone used by Kylin’s REST service. The default value is GMT+8.
kylin.web.cross-domain-enabled	TRUE	whether cross-domain access is supported. The default value is TRUE
kylin.web.export-allow-admin	TRUE	whether to support administrator user export information. The default value is TRUE
kylin.web.export-allow-other	TRUE	whether to support other users to export information. The default value is TRUE
kylin.web.dashboard-enabled	FALSE	whether to enable Dashboard. The default value is FALSE
kylin.metadata.url	kylin_metadata@hbase	specifies the metadata path
kylin.metadata.dimension-encoding-max-length	256	specifies the maximum length when the dimension is used as Rowkeys with fix_length encoding. The default value is 256.
kylin.metadata.sync-retries	3	specifies the number of Metadata sync retries. The default value is 3.
kylin.metadata.sync-error-handler	DefaultSyncErrorHandler	The default value is DefaultSyncErrorHandler
kylin.metadata.check-copy-on-write	FALSE	whether clear metadata cache, default value is FALSE
kylin.metadata.hbase-client-scanner-timeout-period	10000	specifies the total timeout between the RPC call initiated by the HBase client. The default value is 10000 (ms).
kylin.metadata.hbase-rpc-timeout	5000	specifies the timeout for HBase to perform RPC operations. The default value is 5000 (ms).
kylin.metadata.hbase-client-retries-number	1	specifies the number of HBase retries. The default value is 1 (times).
kylin.metadata.resource-store-provider.jdbc	org.apache.kylin.common.persistence.JDBCResourceStore	specifies the class used by JDBC. The default value is org.apache.kylin.common.persistence.JDBCResourceStore
kylin.metadata.jdbc.dialect		specifies JDBC dialect
kylin.metadata.jdbc.json-always-small-cell	TRUE	The default value is TRUE
kylin.metadata.jdbc.small-cell-meta-size-warning-threshold	100	The default value is 100 (MB)
kylin.metadata.jdbc.small-cell-meta-size-error-threshold	1	The default value is 1 (GB)
kylin.metadata.jdbc.max-cell-size	1	The default value is 1 (MB)
kylin.source.hive.client	cli	specifies the Hive command line type. Optional values include cli or beeline. The default value is cli.
kylin.source.hive.beeline-shell		specifies the absolute path of the Beeline shell. The default is beeline
kylin.source.hive.beeline-params		when using Beeline as the Client tool for Hive, user need to configure this parameter to provide more information to Beeline
kylin.source.hive.enable-sparksql-for-table-ops	TRUE	the default value is FALSE, which needs to be set to TRUE when using SparkSQL
kylin.source.hive.sparksql-beeline-shell		when using SparkSQL Beeline as the client tool for Hive, user need to configure this parameter as /path/to/spark-client/bin/beeline
kylin.source.hive.sparksql-beeline-params		when using SparkSQL Beeline as the Client tool for Hive,user need to configure this parameter to provide more information to SparkSQL
kylin.source.default		specifies the type of data source used by JDBC
kylin.source.jdbc.connection-url		specifies JDBC connection string
kylin.source.jdbc.driver		specifies JDBC driver class name
kylin.source.jdbc.dialect	default	specifies JDBC dialect. The default value is default
kylin.source.jdbc.user		specifies JDBC connection username
kylin.source.jdbc.pass		specifies JDBC connection password
kylin.source.jdbc.sqoop-home		specifies Sqoop installation path
kylin.source.jdbc.sqoop-mapper-num	4	specifies how many slices should be split. Sqoop will run a mapper for each slice. The default value is 4.
kylin.source.jdbc.field-delimiter	\	specifies the field separator. The default value is \
kylin.source.hive.default-varchar-precision	varchar	specifies the maximum length of the varchar field. The default value is 256.
kylin.source.hive.default-char-precision	255	specifies the maximum length of the char field. The default value is 255.
kylin.source.hive.default-decimal-precision	decimal	specifies the precision of the decimal field. The default value is 19
kylin.source.hive.default-decimal-scale	decimal	specifies the scale of the decimal field. The default value is 4.
kylin.cube.ignore-signature-inconsistency	FALSE	The signature in Cube desc ensures that the cube is not changed to a corrupt state. The default value is FALSE
kylin.cube.aggrgroup.max-combination	32768	specifies the max combination number of aggregation groups. The default value is 32768.
kylin.cube.aggrgroup.is-mandatory-only-valid	TRUE	whether to allow Cube contains only Base Cuboid. The default value is FALSE, set to TRUE when using Spark Cubing
kylin.cube.rowkey.max-size	63	specifies the maximum number of columns that can be set to Rowkeys. The default value is 63, and it can not be more than 63.
kylin.cube.allow-appear-in-multiple-projects		whether to allow a cube to appear in multiple projects
kylin.cube.gtscanrequest-serialization-level	1	the default value is 1
kylin.web.hide-measures	RAW	hides some measures that may not be needed, the default value is RAW.
kylin.cube.size-estimate-ratio	0.25	normal cube, default value is 0.25
kylin.cube.size-estimate-memhungry-ratio		Deprecated, default is 0.05
kylin.cube.size-estimate-countdistinct-ratio	0.5	Cube Size Estimation with count distinct h= metric, default value is 0.5
kylin.cube.size-estimate-topn-ratio	0.5	Cube Size Estimation with TopN metric, default value is 0.5
kylin.cube.algorithm	auto	specifies the algorithm of the Build Cube. Optional values include auto, layer and inmem. The default value is auto, that is, Kylin will dynamically select an algorithm by collecting data ( Layer or inmem), if user knows Kylin, user data and cluster condition well, user can directly set the algorithm.
kylin.cube.algorithm.layer-or-inmem-threshold	7	the default value is 7
kylin.cube.algorithm.inmem-split-limit	500	the default value is 500
kylin.cube.algorithm.inmem-concurrent-threads	1	the default value is 1
kylin.job.sampling-percentage	100	specifies the data sampling percentage. The default value is 100.
kylin.cube.is-automerge-enabled	TRUE	whether to enable auto-merge. The default value is TRUE. When this parameter is set to FALSE, the auto-merge function will be turned off, even if it is enabled in Cube Design.
kylin.snapshot.max-mb	300	specifies the max size of the snapshot. The default value is 300(M)
kylin.snapshot.max-cache-entry	500	The maximum number of snapshots that can be stored in the cache. The default value is 500.
kylin.snapshot.ext.shard-mb	500	specifies the size of HBase shard. The default value is 500(M).
kylin.snapshot.ext.local.cache.path	lookup_cache	specifies local cache path, default value is lookup_cache
kylin.snapshot.ext.local.cache.max-size-gb		specifies local snapshot cache size, default is 200(M)
kylin.storage.default	2	specifies the default build engine. The default value is 2, which means HBase.
kylin.source.hive.keep-flat-table	FALSE	whether to keep the Hive intermediate table after the build job is complete. The default value is FALSE
kylin.source.hive.database-for-flat-table	default	specifies the name of the Hive database that stores the Hive intermediate table. The default is default. Make sure that the user who started the Kylin instance has permission to operate the database.
kylin.source.hive.flat-table-storage-format	SEQUENCEFILE	specifies the storage format of the Hive intermediate table. The default value is SEQUENCEFILE
kylin.source.hive.flat-table-field-delimiter	\u001F	specifies the delimiter of the Hive intermediate table. The default value is \u001F
kylin.source.hive.intermediate-table-prefix	kylin_intermediate_	specifies the table name prefix of the Hive intermediate table. The default value is kylin_intermediate_
kylin.source.hive.redistribute-flat-table	TRUE	whether to redistribute the Hive flat table. The default value is TRUE
kylin.source.hive.redistribute-column-count	3	number of redistributed columns. The default value is 3
kylin.source.hive.table-dir-create-first	FALSE	the default value is FALSE
kylin.storage.partition.aggr-spill-enabled	TRUE	the default value is TRUE
kylin.engine.mr.lib-dir		specifies the path to the jar package used by the MapReduce job
kylin.engine.mr.reduce-input-mb	500	used to estimate the number of Reducers. The default value is 500(MB).
kylin.engine.mr.reduce-count-ratio	1.0	used to estimate the number of Reducers. The default value is 1.0
kylin.engine.mr.min-reducer-number		specifies the minimum number of Reducers in the MapReduce job. The default is 1
kylin.engine.mr.max-reducer-number		specifies the maximum number of Reducers in the MapReduce job. The default is 500.
kylin.engine.mr.mapper-input-rows	1000000	specifies the number of rows that each Mapper can handle. The default value is 1000000. If user change this value, it will start more Mapper.
kylin.engine.mr.max-cuboid-stats-calculator-number	1	specifies the number of threads used to calculate Cube statistics. The default value is 1
kylin.engine.mr.build-dict-in-reducer	TRUE	whether to build the dictionary in the Reduce phase of the build job Extract Fact Table Distinct Columns. The default value is TRUE
kylin.engine.mr.yarn-check-interval-seconds	10	How often the build engine is checked for the status of the Hadoop job. The default value is 10(s)
kylin.engine.mr.use-local-classpath	TRUE	whether to use local mapreduce application classpath. The default value is TRUE
kylin.dictionary.use-forest-trie	TRUE	The default value is TRUE
kylin.dictionary.forest-trie-max-mb	500	The default value is 500
kylin.dictionary.max-cache-entry	3000	The default value is 3000
kylin.dictionary.growing-enabled	FALSE	The default value is FALSE
kylin.dictionary.append-entry-size	10000000	The default value is 10000000
kylin.dictionary.append-max-versions	3	The default value is 3
kylin.dictionary.append-version-ttl	259200000	The default value is 259200000
kylin.dictionary.resuable	FALSE	whether to reuse the dictionary. The default value is FALSE
kylin.dictionary.shrunken-from-global-enabled	TRUE	whether to reduce the size of global dictionary. The default value is TRUE
kylin.engine.mr.build-uhc-dict-in-additional-step	TRUE	the default value is FALSE, set to TRUE
kylin.engine.mr.uhc-reducer-count	1	the default value is 1, which can be set to 5 to allocate 5 Reducers for each super-high base column.
kylin.engine.spark-conf.spark.master	yarn	specifies the Spark operation mode. The default value is yarn
kylin.engine.spark-conf.spark.submit.deployMode	cluster	specifies the deployment mode of Spark on YARN. The default value is cluster
kylin.engine.spark-conf.spark.yarn.queue	default	specifies the Spark resource queue. The default value is default
kylin.engine.spark-conf.spark.driver.memory	2G	specifies the Spark Driver memory The default value is 2G.
kylin.engine.spark-conf.spark.executor.memory	4G	specifies the Spark Executor memory. The default value is 4G.
kylin.engine.spark-conf.spark.yarn.executor.memoryOverhead	1024	specifies the size of the Spark Executor heap memory. The default value is 1024(MB).
kylin.engine.spark-conf.spark.executor.cores	1	specifies the number of cores available for a single Spark Executor. The default value is 1
kylin.engine.spark-conf.spark.network.timeout		specifies the Spark network timeout period, 600
kylin.engine.spark-conf.spark.executor.instances	1	specifies the number of Spark Executors owned by an Application. The default value is 1
kylin.engine.spark-conf.spark.eventLog.enabled	TRUE	whether to record the Spark event. The default value is TRUE
