dfs.federation.router.rpc-address	0.0.0.0:3000	0.0.0.0:3001
dfs.federation.router.rpc-bind-host	SKIP	SKIP
dfs.federation.router.handler.count	1	20
dfs.federation.router.admin-address	0.0.0.0:3000	0.0.0.0:3001
dfs.federation.router.http-address	0.0.0.0:3000	0.0.0.0:3001
dfs.federation.router.https-address	0.0.0.0:3000	0.0.0.0:3001
dfs.federation.router.file.resolver.client.class	SKIP	SKIP
dfs.federation.router.namenode.resolver.client.class	SKIP	SKIP
dfs.federation.router.heartbeat.interval	2500	10000
dfs.federation.router.safemode.enable	false	SKIP
dfs.federation.router.safemode.extension	1s	60s
dfs.federation.router.safemode.expiration	1m	6m
dfs.federation.router.monitor.namenode	SKIP	SKIP
dfs.federation.router.monitor.namenode.nameservice.resolution-enabled	true	SKIP
dfs.federation.router.kerberos.internal.spnego.principal	SKIP	SKIP
dfs.federation.router.mount-table.cache.update.timeout	10m	2m
dfs.federation.router.mount-table.cache.update.client.max.time	1m	10m
dfs.federation.router.secret.manager.class	SKIP	SKIP
dfs.federation.router.fairness.acquire.timeout	10s	2s
dfs.federation.router.federation.rename.bandwidth	1	20
dfs.federation.router.federation.rename.map	1	20
dfs.federation.router.federation.rename.delay	500	2000
dfs.federation.router.federation.rename.diff	1	-1
dfs.federation.router.federation.rename.force.close.open.file	false	SKIP
dfs.federation.router.federation.rename.trash	SKIP	SKIP
