gcChannelsIntervalMs,index.test.ts: it_builds_a_valid_Redis_URL_with_a_password,60000,p
gcChannelsIntervalMs,config.test.ts: should_correctly_apply_partial_configuration_overrides,60000,p
gcChannelsIntervalMs,index.test.ts: it_increments_a_valid_Redis_stream_ID,60000,p
gcChannelsIntervalMs,config.test.ts: should_perform_deep_merge_between_configs,60000,p
gcChannelsIntervalMs,index.test.ts: sends_data_to_channel,60000,p
gcChannelsIntervalMs,index.test.ts: stale_sockets,60000,p
gcChannelsIntervalMs,index.test.ts: success_with_results,60000,p
gcChannelsIntervalMs,index.test.ts: error,60000,p
gcChannelsIntervalMs,config.test.ts: buildConfig_performs_deep_merge_between_configs,60000,p
gcChannelsIntervalMs,index.test.ts: closing_sockets,60000,p
gcChannelsIntervalMs,index.test.ts: multiple_sockets,60000,p
gcChannelsIntervalMs,index.test.ts: services_health_checks,60000,p
gcChannelsIntervalMs,config.test.ts: should_override_Redis_config_with_environment_variables,60000,p
gcChannelsIntervalMs,index.test.ts: success_no_results,60000,p
gcChannelsIntervalMs,index.test.ts: invalid_JWT,60000,p
gcChannelsIntervalMs,config.test.ts: should_override_StatsD_config_with_environment_variables,60000,p
gcChannelsIntervalMs,index.test.ts: no_sockets,60000,p
gcChannelsIntervalMs,config.test.ts: should_provide_consistent_configuration_on_multiple_calls,60000,p
gcChannelsIntervalMs,config.test.ts: should_use_default_values_for_missing_environment_variables,60000,p
gcChannelsIntervalMs,index.test.ts: active_sockets,60000,p
gcChannelsIntervalMs,"index.test.ts: valid_JWT,_with_lastId_and_lastFirehoseId",60000,p
gcChannelsIntervalMs,config.test.ts: should_override_JWT_config_with_environment_variables,60000,p
gcChannelsIntervalMs,index.test.ts: error_sending_data_to_client,60000,p
gcChannelsIntervalMs,index.test.ts: it_builds_a_valid_Redis_URL_with_SSL,60000,p
gcChannelsIntervalMs,index.test.ts: it_builds_a_valid_Redis_URL_from_defaults,60000,p
gcChannelsIntervalMs,index.test.ts: responds_with_a_404_when_not_found,60000,p
gcChannelsIntervalMs,config.test.ts: should_clean_up_environment_variables_after_use,60000,p
gcChannelsIntervalMs,index.test.ts: valid_upgrade,60000,p
gcChannelsIntervalMs,config.test.ts: should_build_default_configuration,60000,p
gcChannelsIntervalMs,index.test.ts: it_handles_an_invalid_Redis_stream_ID,60000,p
gcChannelsIntervalMs,"index.test.ts: valid_JWT,_with_lastId",60000,p
gcChannelsIntervalMs,"index.test.ts: valid_JWT,_no_channel",60000,p
gcChannelsIntervalMs,config.test.ts: should_handle_invalid_environment_variable_values,60000,p
gcChannelsIntervalMs,"index.test.ts: valid_JWT,_no_lastId",60000,p
gcChannelsIntervalMs,index.test.ts: channel_not_present,60000,p
gcChannelsIntervalMs,config.test.ts: buildConfig_builds_configuration_and_applies_env_var_overrides,60000,p
gcChannelsIntervalMs,index.test.ts: closed_sockets,60000,p
gcChannelsIntervalMs,index.test.ts: invalid_channel,60000,p
gcChannelsIntervalMs,index.test.ts: it_builds_a_valid_Redis_URL_with_a_password,240000,p
gcChannelsIntervalMs,config.test.ts: should_correctly_apply_partial_configuration_overrides,240000,p
gcChannelsIntervalMs,index.test.ts: it_increments_a_valid_Redis_stream_ID,240000,p
gcChannelsIntervalMs,config.test.ts: should_perform_deep_merge_between_configs,240000,p
gcChannelsIntervalMs,index.test.ts: sends_data_to_channel,240000,p
gcChannelsIntervalMs,index.test.ts: stale_sockets,240000,p
gcChannelsIntervalMs,index.test.ts: success_with_results,240000,p
gcChannelsIntervalMs,index.test.ts: error,240000,p
gcChannelsIntervalMs,config.test.ts: buildConfig_performs_deep_merge_between_configs,240000,p
gcChannelsIntervalMs,index.test.ts: closing_sockets,240000,p
gcChannelsIntervalMs,index.test.ts: multiple_sockets,240000,p
gcChannelsIntervalMs,index.test.ts: services_health_checks,240000,p
gcChannelsIntervalMs,config.test.ts: should_override_Redis_config_with_environment_variables,240000,p
gcChannelsIntervalMs,index.test.ts: success_no_results,240000,p
gcChannelsIntervalMs,index.test.ts: invalid_JWT,240000,p
gcChannelsIntervalMs,config.test.ts: should_override_StatsD_config_with_environment_variables,240000,p
gcChannelsIntervalMs,index.test.ts: no_sockets,240000,p
gcChannelsIntervalMs,config.test.ts: should_provide_consistent_configuration_on_multiple_calls,240000,p
gcChannelsIntervalMs,config.test.ts: should_use_default_values_for_missing_environment_variables,240000,p
gcChannelsIntervalMs,index.test.ts: active_sockets,240000,p
gcChannelsIntervalMs,"index.test.ts: valid_JWT,_with_lastId_and_lastFirehoseId",240000,p
gcChannelsIntervalMs,config.test.ts: should_override_JWT_config_with_environment_variables,240000,p
